Test_Year,Model,Feature,Importance
2026,CAT B - MARKET + SEC,QQQ_Log_Return_5D,6.250817619680019
2026,CAT B - MARKET + SEC,Intraday_Return,5.991037989273831
2026,CAT B - MARKET + SEC,QQQ_Log_Return_3D,5.618147466735182
2026,CAT B - MARKET + SEC,RSI_14,5.511936849505795
2026,CAT B - MARKET + SEC,Relative_Volume_20D,5.411901671137607
2026,CAT B - MARKET + SEC,Stock_vs_QQQ_3D,3.9071698744407675
2026,CAT B - MARKET + SEC,Has_Item_1_01,1.613021468722986
2026,CAT B - MARKET + SEC,Has_Item_5_02,1.1395268856514353
2026,CAT B - MARKET + SEC,Has_Item_5_03,1.1008921013426993
2026,CAT B - MARKET + SEC,Has_EX99,1.0643267563766619
2026,CAT B - MARKET + SEC,Has_Item_2_02,0.9589565855526603
2026,CAT B - MARKET + SEC,Has_Item_8_01,0.9540197633343158
2026,CAT B - MARKET + SEC,Has_Event_Earnings,0.8273494307929551
2026,CAT B - MARKET + SEC,Has_Item_7_01,0.7233940933675269
2026,CAT B - MARKET + SEC,Has_Item_5_07,0.4837537458744124
2026,CAT B - MARKET + SEC,Has_Event_Buyback,0.39049098570770224
2026,CAT B - MARKET + SEC,Has_Event_Guidance,0.37650552645578966
2026,CAT B - MARKET + SEC,Has_Item_2_01,0.062302242590866475
2026,CAT B - MARKET + SEC,Has_Item_1_02,0.05569531673966554
2026,CAT B - MARKET + SEC,Has_Item_2_03,0.0
2026,CAT C - MARKET + SEC + FINBERT,QQQ_Log_Return_1D,8.088712941600157
2026,CAT C - MARKET + SEC + FINBERT,QQQ_Volatility_14D,7.914148057865809
2026,CAT C - MARKET + SEC + FINBERT,Mean_Net_Sentiment,7.085769919559982
2026,CAT C - MARKET + SEC + FINBERT,Stock_vs_QQQ_3D,6.481026781567107
2026,CAT C - MARKET + SEC + FINBERT,Stock_vs_QQQ_5D,6.476503114878692
2026,CAT C - MARKET + SEC + FINBERT,Relative_Volume_20D,6.419908770441346
2026,CAT C - MARKET + SEC + FINBERT,Intraday_Return,5.913354392927573
2026,CAT C - MARKET + SEC + FINBERT,Volatility_14D,5.85758958160489
2026,CAT C - MARKET + SEC + FINBERT,RSI_14,5.617720347594603
2026,CAT C - MARKET + SEC + FINBERT,Price_to_SMA20,5.577227435332516
2026,CAT C - MARKET + SEC + FINBERT,Daily_Range,5.293913539558532
2026,CAT C - MARKET + SEC + FINBERT,QQQ_Log_Return_5D,5.106519113082425
