Sequence_Row_ID,Ticker,Accession,Filing_Date,Feature_Cutoff_Session,Event_Session,Publication_Period,Target_Tradable_Abnormal_1D,Test_Year
263,META,0001326801-21-000047,2021-07-28,2021-07-28,2021-07-29,AFTER_HOURS,0,2021
264,QCOM,0001728949-21-000065,2021-07-28,2021-07-28,2021-07-29,AFTER_HOURS,1,2021
265,AMZN,0001018724-21-000018,2021-07-29,2021-07-29,2021-07-30,AFTER_HOURS,0,2021
266,AAPL,0001193125-21-237787,2021-08-05,2021-08-05,2021-08-06,AFTER_HOURS,0,2021
267,INTC,0001193125-21-244840,2021-08-12,2021-08-12,2021-08-13,AFTER_HOURS,0,2021
268,NVDA,0001045810-21-000128,2021-08-18,2021-08-18,2021-08-19,AFTER_HOURS,1,2021
269,TSLA,0001564590-21-046390,2021-08-30,2021-08-30,2021-08-31,AFTER_HOURS,1,2021
270,AVGO,0001730168-21-000121,2021-09-02,2021-09-02,2021-09-03,AFTER_HOURS,0,2021
271,NFLX,0001065280-21-000319,2021-09-10,2021-09-10,2021-09-13,AFTER_HOURS,0,2021
272,AVGO,0001193125-21-271676,2021-09-13,2021-09-13,2021-09-14,AFTER_HOURS,1,2021
273,AMZN,0001018724-21-000022,2021-09-20,2021-09-20,2021-09-21,AFTER_HOURS,0,2021
274,ADBE,0000796343-21-000198,2021-09-21,2021-09-21,2021-09-22,AFTER_HOURS,0,2021
275,META,0001326801-21-000053,2021-09-22,2021-09-22,2021-09-23,AFTER_HOURS,0,2021
276,AVGO,0001193125-21-284581,2021-09-27,2021-09-27,2021-09-28,AFTER_HOURS,1,2021
277,ADBE,0000796343-21-000213,2021-10-01,2021-09-30,2021-10-01,PRE_MARKET,0,2021
278,AVGO,0001193125-21-287948,2021-09-30,2021-09-30,2021-10-01,AFTER_HOURS,0,2021
279,TSLA,0001564590-21-049874,2021-10-04,2021-10-01,2021-10-04,PRE_MARKET,0,2021
280,QCOM,0001104659-21-122578,2021-10-04,2021-10-04,2021-10-05,AFTER_HOURS,1,2021
281,INTC,0001193125-21-293329,2021-10-06,2021-10-06,2021-10-07,AFTER_HOURS,0,2021
282,TSLA,0001564590-21-050737,2021-10-13,2021-10-13,2021-10-14,AFTER_HOURS,0,2021
283,NFLX,0001065280-21-000362,2021-10-19,2021-10-19,2021-10-20,AFTER_HOURS,1,2021
284,TSLA,0001564590-21-051307,2021-10-20,2021-10-20,2021-10-21,AFTER_HOURS,1,2021
285,INTC,0000050863-21-000037,2021-10-21,2021-10-21,2021-10-22,AFTER_HOURS,0,2021
286,ADBE,0000796343-21-000221,2021-10-22,2021-10-22,2021-10-25,AFTER_HOURS,0,2021
287,META,0001326801-21-000062,2021-10-25,2021-10-25,2021-10-26,AFTER_HOURS,0,2021
288,AMD,0000002488-21-000176,2021-10-26,2021-10-26,2021-10-27,AFTER_HOURS,1,2021
289,GOOGL,0001652044-21-000054,2021-10-26,2021-10-26,2021-10-27,AFTER_HOURS,1,2021
290,MSFT,0001193125-21-307941,2021-10-26,2021-10-26,2021-10-27,AFTER_HOURS,1,2021
291,AAPL,0000320193-21-000104,2021-10-28,2021-10-28,2021-10-29,AFTER_HOURS,1,2021
292,AMZN,0001018724-21-000026,2021-10-28,2021-10-28,2021-10-29,AFTER_HOURS,1,2021
293,META,0001326801-21-000071,2021-10-28,2021-10-28,2021-10-29,AFTER_HOURS,0,2021
294,QCOM,0001728949-21-000075,2021-11-03,2021-11-03,2021-11-04,AFTER_HOURS,0,2021
295,AMZN,0001018724-21-000030,2021-11-12,2021-11-11,2021-11-12,PRE_MARKET,1,2021
296,AAPL,0001193125-21-328151,2021-11-12,2021-11-12,2021-11-15,AFTER_HOURS,1,2021
297,NVDA,0001045810-21-000160,2021-11-17,2021-11-17,2021-11-18,AFTER_HOURS,0,2021
298,ADBE,0000796343-21-000237,2021-11-23,2021-11-23,2021-11-24,AFTER_HOURS,1,2021
299,MSFT,0001193125-21-343711,2021-11-30,2021-11-30,2021-12-01,AFTER_HOURS,1,2021
300,TSLA,0001564590-21-058953,2021-12-01,2021-12-01,2021-12-02,AFTER_HOURS,0,2021
301,INTC,0001193125-21-350395,2021-12-07,2021-12-07,2021-12-08,AFTER_HOURS,0,2021
302,AVGO,0001730168-21-000148,2021-12-09,2021-12-09,2021-12-10,AFTER_HOURS,1,2021
303,ADBE,0000796343-21-000249,2021-12-16,2021-12-15,2021-12-16,PRE_MARKET,1,2021
304,NFLX,0001065280-21-000445,2021-12-21,2021-12-21,2021-12-22,AFTER_HOURS,1,2021
305,AMD,0000002488-21-000205,2021-12-23,2021-12-23,2021-12-27,AFTER_HOURS,1,2021
306,INTC,0001193125-21-369552,2021-12-29,2021-12-29,2021-12-30,AFTER_HOURS,0,2021
307,TSLA,0001564590-22-000009,2022-01-03,2021-12-31,2022-01-03,PRE_MARKET,1,2022
308,GOOGL,0001652044-22-000009,2022-01-04,2022-01-04,2022-01-05,AFTER_HOURS,0,2022
309,ADBE,0000796343-22-000011,2022-01-10,2022-01-10,2022-01-11,AFTER_HOURS,0,2022
310,INTC,0001193125-22-005658,2022-01-10,2022-01-10,2022-01-11,AFTER_HOURS,0,2022
311,META,0001326801-22-000006,2022-01-11,2022-01-11,2022-01-12,AFTER_HOURS,0,2022
312,MSFT,0001193125-22-010667,2022-01-18,2022-01-14,2022-01-18,PRE_MARKET,1,2022
313,ADBE,0000796343-22-000027,2022-01-18,2022-01-18,2022-01-19,AFTER_HOURS,1,2022
314,NFLX,0001065280-22-000035,2022-01-20,2022-01-20,2022-01-21,AFTER_HOURS,1,2022
315,MSFT,0001193125-22-017041,2022-01-25,2022-01-25,2022-01-26,AFTER_HOURS,0,2022
316,AMD,0000002488-22-000009,2022-01-27,2022-01-26,2022-01-27,PRE_MARKET,0,2022
317,INTC,0000050863-22-000006,2022-01-26,2022-01-26,2022-01-27,AFTER_HOURS,0,2022
318,TSLA,0001564590-22-002476,2022-01-26,2022-01-26,2022-01-27,AFTER_HOURS,0,2022
319,AAPL,0000320193-22-000006,2022-01-27,2022-01-27,2022-01-28,AFTER_HOURS,1,2022
320,ADBE,0000796343-22-000056,2022-01-27,2022-01-27,2022-01-28,AFTER_HOURS,1,2022
321,AMD,0000002488-22-000014,2022-02-01,2022-02-01,2022-02-02,AFTER_HOURS,0,2022
322,GOOGL,0001652044-22-000015,2022-02-01,2022-02-01,2022-02-02,AFTER_HOURS,0,2022
323,META,0001326801-22-000015,2022-02-02,2022-02-02,2022-02-03,AFTER_HOURS,0,2022
324,QCOM,0001728949-22-000011,2022-02-02,2022-02-02,2022-02-03,AFTER_HOURS,1,2022
325,AMZN,0001018724-22-000002,2022-02-03,2022-02-03,2022-02-04,AFTER_HOURS,1,2022
326,NVDA,0001045810-22-000005,2022-02-08,2022-02-07,2022-02-08,PRE_MARKET,1,2022
327,AMD,0000002488-22-000026,2022-02-10,2022-02-09,2022-02-10,PRE_MARKET,0,2022
328,INTC,0001193125-22-032684,2022-02-09,2022-02-09,2022-02-10,AFTER_HOURS,0,2022
329,META,0001326801-22-000030,2022-02-10,2022-02-10,2022-02-11,AFTER_HOURS,0,2022
330,AMD,0000002488-22-000031,2022-02-14,2022-02-11,2022-02-14,PRE_MARKET,0,2022
331,NVDA,0001045810-22-000008,2022-02-16,2022-02-16,2022-02-17,AFTER_HOURS,0,2022
332,INTC,0001193125-22-045883,2022-02-18,2022-02-17,2022-02-18,PRE_MARKET,0,2022
333,AMD,0000002488-22-000054,2022-02-28,2022-02-28,2022-03-01,AFTER_HOURS,0,2022
334,AVGO,0001730168-22-000015,2022-03-03,2022-03-03,2022-03-04,AFTER_HOURS,1,2022
335,AAPL,0001193125-22-066169,2022-03-04,2022-03-04,2022-03-07,AFTER_HOURS,1,2022
336,AMZN,0001018724-22-000009,2022-03-09,2022-03-09,2022-03-10,AFTER_HOURS,1,2022
337,NVDA,0001045810-22-000023,2022-03-09,2022-03-09,2022-03-10,AFTER_HOURS,1,2022
338,QCOM,0001728949-22-000016,2022-03-14,2022-03-14,2022-03-15,AFTER_HOURS,0,2022
339,ADBE,0000796343-22-000085,2022-03-17,2022-03-17,2022-03-18,AFTER_HOURS,1,2022
340,ADBE,0000796343-22-000087,2022-03-22,2022-03-22,2022-03-23,AFTER_HOURS,0,2022
341,TSLA,0001564590-22-011875,2022-03-28,2022-03-25,2022-03-28,PRE_MARKET,1,2022
342,AVGO,0001193125-22-092425,2022-03-31,2022-03-31,2022-04-01,AFTER_HOURS,0,2022
343,TSLA,0001564590-22-013264,2022-04-04,2022-04-01,2022-04-04,PRE_MARKET,1,2022
344,AVGO,0001730168-22-000059,2022-04-04,2022-04-04,2022-04-05,AFTER_HOURS,0,2022
345,AMZN,0001104659-22-045579,2022-04-13,2022-04-13,2022-04-14,AFTER_HOURS,0,2022
346,AVGO,0001193125-22-105918,2022-04-14,2022-04-14,2022-04-18,AFTER_HOURS,1,2022
347,AVGO,0001193125-22-108067,2022-04-18,2022-04-18,2022-04-19,AFTER_HOURS,1,2022
348,ADBE,0000796343-22-000123,2022-04-19,2022-04-19,2022-04-20,AFTER_HOURS,0,2022
349,NFLX,0001065280-22-000144,2022-04-19,2022-04-19,2022-04-20,AFTER_HOURS,0,2022
350,TSLA,0001564590-22-014917,2022-04-20,2022-04-20,2022-04-21,AFTER_HOURS,0,2022
351,GOOGL,0001652044-22-000025,2022-04-26,2022-04-26,2022-04-27,AFTER_HOURS,0,2022
352,MSFT,0001193125-22-120207,2022-04-26,2022-04-26,2022-04-27,AFTER_HOURS,1,2022
353,META,0001326801-22-000054,2022-04-27,2022-04-27,2022-04-28,AFTER_HOURS,0,2022
354,QCOM,0001728949-22-000025,2022-04-27,2022-04-27,2022-04-28,AFTER_HOURS,1,2022
355,AAPL,0000320193-22-000058,2022-04-28,2022-04-28,2022-04-29,AFTER_HOURS,1,2022
356,AMZN,0001018724-22-000011,2022-04-28,2022-04-28,2022-04-29,AFTER_HOURS,0,2022
357,INTC,0000050863-22-000019,2022-04-28,2022-04-28,2022-04-29,AFTER_HOURS,1,2022
358,TSLA,0001564590-22-017214,2022-05-03,2022-05-02,2022-05-03,PRE_MARKET,1,2022
359,AMD,0000002488-22-000074,2022-05-03,2022-05-03,2022-05-04,AFTER_HOURS,0,2022
360,QCOM,0001104659-22-057562,2022-05-09,2022-05-09,2022-05-10,AFTER_HOURS,0,2022
361,INTC,0001193125-22-151752,2022-05-16,2022-05-16,2022-05-17,AFTER_HOURS,1,2022
362,AMD,0001193125-22-156161,2022-05-20,2022-05-20,2022-05-23,AFTER_HOURS,1,2022
363,AVGO,0001193125-22-160371,2022-05-26,2022-05-25,2022-05-26,PRE_MARKET,1,2022
364,NVDA,0001045810-22-000073,2022-05-25,2022-05-25,2022-05-26,AFTER_HOURS,1,2022
365,AVGO,0001193125-22-161016,2022-05-26,2022-05-26,2022-05-27,AFTER_HOURS,1,2022
366,META,0001326801-22-000066,2022-05-26,2022-05-26,2022-05-27,AFTER_HOURS,0,2022
367,AMZN,0001104659-22-065872,2022-05-27,2022-05-27,2022-05-31,AFTER_HOURS,1,2022
368,META,0001326801-22-000070,2022-05-31,2022-05-31,2022-06-01,AFTER_HOURS,0,2022
369,META,0001326801-22-000073,2022-06-01,2022-06-01,2022-06-02,AFTER_HOURS,1,2022
370,MSFT,0001193125-22-165839,2022-06-02,2022-06-01,2022-06-02,PRE_MARKET,1,2022
371,GOOGL,0001193125-22-167375,2022-06-03,2022-06-03,2022-06-06,AFTER_HOURS,1,2022
372,NVDA,0001045810-22-000088,2022-06-06,2022-06-06,2022-06-07,AFTER_HOURS,1,2022
373,AMD,0001193125-22-170212,2022-06-08,2022-06-08,2022-06-09,AFTER_HOURS,0,2022
374,NFLX,0001065280-22-000216,2022-06-08,2022-06-08,2022-06-09,AFTER_HOURS,0,2022
375,AMD,0001193125-22-171108,2022-06-09,2022-06-09,2022-06-10,AFTER_HOURS,0,2022
376,NFLX,0001065280-22-000217,2022-06-13,2022-06-13,2022-06-14,AFTER_HOURS,0,2022
377,ADBE,0000796343-22-000150,2022-06-16,2022-06-16,2022-06-17,AFTER_HOURS,1,2022
378,INTC,0001193125-22-178756,2022-06-22,2022-06-22,2022-06-23,AFTER_HOURS,0,2022
379,AMD,0000002488-22-000112,2022-06-28,2022-06-28,2022-06-29,AFTER_HOURS,0,2022
380,ADBE,0001193125-22-186450,2022-06-30,2022-06-30,2022-07-01,AFTER_HOURS,1,2022
381,TSLA,0001564590-22-025153,2022-07-05,2022-07-01,2022-07-05,PRE_MARKET,1,2022
382,AVGO,0001140361-22-025654,2022-07-11,2022-07-08,2022-07-11,PRE_MARKET,0,2022
383,GOOGL,0001193125-22-192153,2022-07-12,2022-07-12,2022-07-13,AFTER_HOURS,0,2022
384,GOOGL,0001193125-22-193655,2022-07-14,2022-07-14,2022-07-15,AFTER_HOURS,0,2022
385,NFLX,0001065280-22-000256,2022-07-19,2022-07-19,2022-07-20,AFTER_HOURS,1,2022
386,TSLA,0001564590-22-026048,2022-07-20,2022-07-20,2022-07-21,AFTER_HOURS,1,2022
387,GOOGL,0001652044-22-000068,2022-07-26,2022-07-26,2022-07-27,AFTER_HOURS,1,2022
388,MSFT,0001193125-22-202034,2022-07-26,2022-07-26,2022-07-27,AFTER_HOURS,1,2022
389,META,0001326801-22-000079,2022-07-27,2022-07-27,2022-07-28,AFTER_HOURS,0,2022
390,QCOM,0001728949-22-000039,2022-07-27,2022-07-27,2022-07-28,AFTER_HOURS,0,2022
391,AAPL,0000320193-22-000069,2022-07-28,2022-07-28,2022-07-29,AFTER_HOURS,0,2022
392,AMZN,0001018724-22-000017,2022-07-28,2022-07-28,2022-07-29,AFTER_HOURS,0,2022
393,INTC,0000050863-22-000029,2022-07-28,2022-07-28,2022-07-29,AFTER_HOURS,1,2022
394,META,0001326801-22-000085,2022-07-28,2022-07-28,2022-07-29,AFTER_HOURS,0,2022
395,AMD,0000002488-22-000120,2022-08-02,2022-08-02,2022-08-03,AFTER_HOURS,1,2022
396,META,0000950103-22-013666,2022-08-04,2022-08-03,2022-08-04,PRE_MARKET,1,2022
397,INTC,0001193125-22-213699,2022-08-05,2022-08-05,2022-08-08,AFTER_HOURS,1,2022
398,TSLA,0001564590-22-028207,2022-08-05,2022-08-05,2022-08-08,AFTER_HOURS,0,2022
399,AAPL,0001193125-22-214914,2022-08-08,2022-08-08,2022-08-09,AFTER_HOURS,1,2022
400,META,0000950103-22-013830,2022-08-09,2022-08-09,2022-08-10,AFTER_HOURS,1,2022
401,INTC,0001193125-22-218541,2022-08-11,2022-08-11,2022-08-12,AFTER_HOURS,0,2022
402,AAPL,0001193125-22-225365,2022-08-19,2022-08-19,2022-08-22,AFTER_HOURS,1,2022
403,INTC,0001193125-22-226986,2022-08-23,2022-08-22,2022-08-23,PRE_MARKET,0,2022
404,NVDA,0001045810-22-000136,2022-08-24,2022-08-24,2022-08-25,AFTER_HOURS,1,2022
405,NVDA,0001045810-22-000151,2022-09-01,2022-08-31,2022-09-01,PRE_MARKET,0,2022
406,AVGO,0001730168-22-000091,2022-09-01,2022-09-01,2022-09-02,AFTER_HOURS,0,2022
407,ADBE,0000796343-22-000183,2022-09-15,2022-09-14,2022-09-15,PRE_MARKET,0,2022
408,TSLA,0001564590-22-032575,2022-09-28,2022-09-28,2022-09-29,AFTER_HOURS,0,2022
409,META,0001326801-22-000094,2022-09-30,2022-09-30,2022-10-03,AFTER_HOURS,0,2022
410,TSLA,0001564590-22-033053,2022-10-03,2022-09-30,2022-10-03,PRE_MARKET,0,2022
411,AMD,0000002488-22-000163,2022-10-06,2022-10-06,2022-10-07,AFTER_HOURS,0,2022
412,NFLX,0001065280-22-000367,2022-10-18,2022-10-18,2022-10-19,AFTER_HOURS,1,2022
413,TSLA,0001564590-22-034639,2022-10-19,2022-10-19,2022-10-20,AFTER_HOURS,0,2022
414,NFLX,0001065280-22-000369,2022-10-21,2022-10-20,2022-10-21,PRE_MARKET,1,2022
415,GOOGL,0001652044-22-000085,2022-10-25,2022-10-25,2022-10-26,AFTER_HOURS,0,2022
416,MSFT,0001193125-22-268356,2022-10-25,2022-10-25,2022-10-26,AFTER_HOURS,1,2022
417,META,0001326801-22-000105,2022-10-26,2022-10-26,2022-10-27,AFTER_HOURS,1,2022
418,AAPL,0000320193-22-000107,2022-10-27,2022-10-27,2022-10-28,AFTER_HOURS,1,2022
419,AMZN,0001018724-22-000021,2022-10-27,2022-10-27,2022-10-28,AFTER_HOURS,1,2022
420,INTC,0000050863-22-000037,2022-10-27,2022-10-27,2022-10-28,AFTER_HOURS,0,2022
421,AMD,0000002488-22-000168,2022-11-01,2022-11-01,2022-11-02,AFTER_HOURS,0,2022
422,AVGO,0001730168-22-000101,2022-11-02,2022-11-02,2022-11-03,AFTER_HOURS,0,2022
423,QCOM,0000804328-22-000020,2022-11-02,2022-11-02,2022-11-03,AFTER_HOURS,1,2022
424,AAPL,0001193125-22-278435,2022-11-07,2022-11-04,2022-11-07,PRE_MARKET,1,2022
425,AMD,0000002488-22-000172,2022-11-08,2022-11-08,2022-11-09,AFTER_HOURS,0,2022
426,META,0001326801-22-000116,2022-11-09,2022-11-08,2022-11-09,PRE_MARKET,1,2022
427,QCOM,0001104659-22-116535,2022-11-09,2022-11-09,2022-11-10,AFTER_HOURS,1,2022
428,AMD,0000002488-22-000176,2022-11-16,2022-11-16,2022-11-17,AFTER_HOURS,1,2022
429,NVDA,0001045810-22-000163,2022-11-16,2022-11-16,2022-11-17,AFTER_HOURS,0,2022
430,AMZN,0001193125-22-289041,2022-11-18,2022-11-18,2022-11-21,AFTER_HOURS,0,2022
431,INTC,0001193125-22-290385,2022-11-22,2022-11-21,2022-11-22,PRE_MARKET,1,2022
432,INTC,0001193125-22-291100,2022-11-22,2022-11-22,2022-11-23,AFTER_HOURS,0,2022
433,AMZN,0001193125-22-296602,2022-12-01,2022-12-01,2022-12-02,AFTER_HOURS,0,2022
434,AVGO,0001730168-22-000110,2022-12-08,2022-12-08,2022-12-09,AFTER_HOURS,0,2022
435,QCOM,0001728949-22-000041,2022-12-08,2022-12-08,2022-12-09,AFTER_HOURS,0,2022
436,NFLX,0001065280-22-000444,2022-12-09,2022-12-09,2022-12-12,AFTER_HOURS,0,2022
437,ADBE,0000796343-22-000225,2022-12-15,2022-12-15,2022-12-16,AFTER_HOURS,0,2022
438,MSFT,0001193125-22-306591,2022-12-16,2022-12-15,2022-12-16,PRE_MARKET,0,2022
439,GOOGL,0001193125-22-310153,2022-12-21,2022-12-21,2022-12-22,AFTER_HOURS,1,2022
440,NFLX,0001065280-22-000445,2022-12-23,2022-12-23,2022-12-27,AFTER_HOURS,0,2022
441,TSLA,0001564590-23-000002,2023-01-03,2022-12-30,2023-01-03,PRE_MARKET,0,2023
442,AMZN,0001193125-23-000849,2023-01-03,2023-01-03,2023-01-04,AFTER_HOURS,0,2023
443,AMZN,0001193125-23-003621,2023-01-06,2023-01-06,2023-01-09,AFTER_HOURS,0,2023
444,NFLX,0001065280-23-000033,2023-01-09,2023-01-09,2023-01-10,AFTER_HOURS,1,2023
445,AMD,0000002488-23-000003,2023-01-11,2023-01-11,2023-01-12,AFTER_HOURS,1,2023
446,ADBE,0001193125-23-010953,2023-01-19,2023-01-19,2023-01-20,AFTER_HOURS,1,2023
447,GOOGL,0001193125-23-011424,2023-01-20,2023-01-19,2023-01-20,PRE_MARKET,1,2023
448,NFLX,0001065280-23-000034,2023-01-19,2023-01-19,2023-01-20,AFTER_HOURS,0,2023
449,GOOGL,0001652044-23-000005,2023-01-24,2023-01-24,2023-01-25,AFTER_HOURS,0,2023
450,MSFT,0001193125-23-014230,2023-01-24,2023-01-24,2023-01-25,AFTER_HOURS,1,2023
451,TSLA,0001564590-23-000799,2023-01-25,2023-01-25,2023-01-26,AFTER_HOURS,0,2023
452,ADBE,0000796343-23-000011,2023-01-26,2023-01-26,2023-01-27,AFTER_HOURS,1,2023
453,INTC,0000050863-23-000005,2023-01-26,2023-01-26,2023-01-27,AFTER_HOURS,1,2023
454,AMD,0000002488-23-000007,2023-01-31,2023-01-31,2023-02-01,AFTER_HOURS,1,2023
455,META,0001326801-23-000015,2023-02-01,2023-02-01,2023-02-02,AFTER_HOURS,1,2023
456,AAPL,0000320193-23-000005,2023-02-02,2023-02-02,2023-02-03,AFTER_HOURS,1,2023
457,AMZN,0001018724-23-000002,2023-02-02,2023-02-02,2023-02-03,AFTER_HOURS,0,2023
458,GOOGL,0001652044-23-000013,2023-02-02,2023-02-02,2023-02-03,AFTER_HOURS,1,2023
459,QCOM,0000804328-23-000005,2023-02-02,2023-02-02,2023-02-03,AFTER_HOURS,1,2023
460,INTC,0001193125-23-032608,2023-02-10,2023-02-10,2023-02-13,AFTER_HOURS,1,2023
461,META,0001326801-23-000019,2023-02-13,2023-02-13,2023-02-14,AFTER_HOURS,1,2023
462,META,0001326801-23-000023,2023-02-15,2023-02-15,2023-02-16,AFTER_HOURS,1,2023
463,AMD,0000002488-23-000040,2023-02-21,2023-02-21,2023-02-22,AFTER_HOURS,0,2023
464,NVDA,0001045810-23-000014,2023-02-22,2023-02-22,2023-02-23,AFTER_HOURS,1,2023
465,NFLX,0001065280-23-000062,2023-02-24,2023-02-24,2023-02-27,AFTER_HOURS,1,2023
466,AVGO,0001730168-23-000004,2023-03-02,2023-03-02,2023-03-03,AFTER_HOURS,1,2023
467,NVDA,0001045810-23-000039,2023-03-08,2023-03-08,2023-03-09,AFTER_HOURS,0,2023
468,QCOM,0000804328-23-000014,2023-03-09,2023-03-09,2023-03-10,AFTER_HOURS,0,2023
469,AAPL,0001140361-23-011192,2023-03-10,2023-03-10,2023-03-13,AFTER_HOURS,1,2023
470,ADBE,0000796343-23-000044,2023-03-15,2023-03-15,2023-03-16,AFTER_HOURS,0,2023
471,TSLA,0001564590-23-005126,2023-04-03,2023-03-31,2023-04-03,PRE_MARKET,0,2023
472,TSLA,0001564590-23-005462,2023-04-05,2023-04-05,2023-04-06,AFTER_HOURS,0,2023
473,AVGO,0001730168-23-000052,2023-04-06,2023-04-06,2023-04-10,AFTER_HOURS,1,2023
474,META,0001326801-23-000038,2023-04-10,2023-04-10,2023-04-11,AFTER_HOURS,0,2023
475,AMZN,0001104659-23-044715,2023-04-12,2023-04-12,2023-04-13,AFTER_HOURS,1,2023
476,NFLX,0001065280-23-000119,2023-04-18,2023-04-18,2023-04-19,AFTER_HOURS,0,2023
477,TSLA,0001564590-23-005959,2023-04-19,2023-04-19,2023-04-20,AFTER_HOURS,0,2023
478,GOOGL,0001652044-23-000034,2023-04-20,2023-04-20,2023-04-21,AFTER_HOURS,0,2023
479,GOOGL,0001193125-23-110657,2023-04-21,2023-04-21,2023-04-24,AFTER_HOURS,1,2023
480,ADBE,0000796343-23-000084,2023-04-24,2023-04-24,2023-04-25,AFTER_HOURS,1,2023
481,GOOGL,0001652044-23-000041,2023-04-25,2023-04-25,2023-04-26,AFTER_HOURS,0,2023
482,MSFT,0001193125-23-115280,2023-04-25,2023-04-25,2023-04-26,AFTER_HOURS,1,2023
483,META,0001326801-23-000063,2023-04-26,2023-04-26,2023-04-27,AFTER_HOURS,0,2023
484,AMZN,0001018724-23-000006,2023-04-27,2023-04-27,2023-04-28,AFTER_HOURS,0,2023
485,INTC,0000050863-23-000027,2023-04-27,2023-04-27,2023-04-28,AFTER_HOURS,0,2023
486,AMD,0000002488-23-000074,2023-05-02,2023-05-02,2023-05-03,AFTER_HOURS,0,2023
487,META,0001193125-23-134410,2023-05-03,2023-05-03,2023-05-04,AFTER_HOURS,0,2023
488,QCOM,0000804328-23-000022,2023-05-03,2023-05-03,2023-05-04,AFTER_HOURS,1,2023
489,AAPL,0000320193-23-000063,2023-05-04,2023-05-04,2023-05-05,AFTER_HOURS,1,2023
490,AAPL,0001140361-23-023909,2023-05-10,2023-05-10,2023-05-11,AFTER_HOURS,0,2023
491,INTC,0000050863-23-000057,2023-05-16,2023-05-16,2023-05-17,AFTER_HOURS,0,2023
492,AVGO,0001730168-23-000054,2023-05-23,2023-05-22,2023-05-23,PRE_MARKET,1,2023
493,TSLA,0001564590-23-007379,2023-05-22,2023-05-22,2023-05-23,AFTER_HOURS,1,2023
494,AMD,0001193125-23-151810,2023-05-23,2023-05-23,2023-05-24,AFTER_HOURS,1,2023
495,NVDA,0001045810-23-000087,2023-05-24,2023-05-24,2023-05-25,AFTER_HOURS,0,2023
496,AMZN,0001104659-23-065457,2023-05-26,2023-05-26,2023-05-30,AFTER_HOURS,1,2023
497,AVGO,0001730168-23-000062,2023-06-01,2023-06-01,2023-06-02,AFTER_HOURS,1,2023
498,META,0001326801-23-000083,2023-06-01,2023-06-01,2023-06-02,AFTER_HOURS,0,2023
499,NFLX,0001065280-23-000173,2023-06-06,2023-06-06,2023-06-07,AFTER_HOURS,0,2023
500,GOOGL,0001193125-23-163590,2023-06-08,2023-06-08,2023-06-09,AFTER_HOURS,1,2023
501,ADBE,0000796343-23-000133,2023-06-15,2023-06-15,2023-06-16,AFTER_HOURS,0,2023
502,NVDA,0001045810-23-000146,2023-06-27,2023-06-27,2023-06-28,AFTER_HOURS,1,2023
503,TSLA,0000950170-23-031241,2023-07-03,2023-06-30,2023-07-03,PRE_MARKET,1,2023
504,MSFT,0001193125-23-181341,2023-07-03,2023-07-03,2023-07-05,AFTER_HOURS,1,2023
505,AMD,0000002488-23-000123,2023-07-10,2023-07-10,2023-07-11,AFTER_HOURS,0,2023
506,NFLX,0001065280-23-000197,2023-07-19,2023-07-19,2023-07-20,AFTER_HOURS,0,2023
507,TSLA,0000950170-23-033544,2023-07-19,2023-07-19,2023-07-20,AFTER_HOURS,0,2023
508,TSLA,0000950170-23-033695,2023-07-20,2023-07-20,2023-07-21,AFTER_HOURS,0,2023
509,QCOM,0000804328-23-000033,2023-07-21,2023-07-21,2023-07-24,AFTER_HOURS,0,2023
510,NVDA,0001045810-23-000164,2023-07-24,2023-07-24,2023-07-25,AFTER_HOURS,1,2023
511,GOOGL,0001652044-23-000067,2023-07-25,2023-07-25,2023-07-26,AFTER_HOURS,0,2023
512,MSFT,0000950170-23-034400,2023-07-25,2023-07-25,2023-07-26,AFTER_HOURS,0,2023
513,META,0001326801-23-000089,2023-07-26,2023-07-26,2023-07-27,AFTER_HOURS,0,2023
514,INTC,0000050863-23-000068,2023-07-27,2023-07-27,2023-07-28,AFTER_HOURS,0,2023
515,AMD,0000002488-23-000135,2023-08-01,2023-08-01,2023-08-02,AFTER_HOURS,0,2023
516,QCOM,0000804328-23-000042,2023-08-02,2023-08-02,2023-08-03,AFTER_HOURS,1,2023
517,AAPL,0000320193-23-000075,2023-08-03,2023-08-03,2023-08-04,AFTER_HOURS,0,2023
518,AMZN,0001018724-23-000010,2023-08-03,2023-08-03,2023-08-04,AFTER_HOURS,0,2023
519,TSLA,0000950170-23-038779,2023-08-07,2023-08-04,2023-08-07,PRE_MARKET,0,2023
520,INTC,0000050863-23-000078,2023-08-16,2023-08-15,2023-08-16,PRE_MARKET,0,2023
521,AVGO,0001140361-23-040084,2023-08-16,2023-08-16,2023-08-17,AFTER_HOURS,1,2023
522,NVDA,0001045810-23-000171,2023-08-23,2023-08-23,2023-08-24,AFTER_HOURS,0,2023
523,AVGO,0001730168-23-000074,2023-08-31,2023-08-31,2023-09-01,AFTER_HOURS,0,2023
524,NFLX,0001065280-23-000236,2023-09-08,2023-09-08,2023-09-11,AFTER_HOURS,1,2023
525,AMZN,0001018724-23-000014,2023-09-13,2023-09-13,2023-09-14,AFTER_HOURS,0,2023
526,ADBE,0000796343-23-000198,2023-09-14,2023-09-14,2023-09-15,AFTER_HOURS,1,2023
527,TSLA,0000950170-23-050938,2023-10-02,2023-09-29,2023-10-02,PRE_MARKET,1,2023
